2,0.000033,0.000030,0.000028,0.000031,0.000032,0.000033,0.000032,0.000035
4,0.000001,0.000001,0.000001,0.000002,0.000003,0.000003,0.000003,0.000002
8,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004
16,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0.000003
32,0.000001,0.000001,0.000001,0.000001,0.000002,0.000003,0.000001,0.000002
56,0.000001,0.000001,0.000001,0.000001,0.000002,0.000001,0.000004,0.000001
