2,0.000557,0.000951,0.000523,0.000052,0.000063,0.000204,0.000755,0.004350
4,0.000027,0.000028,0.000184,0.000029,0.000037,0.000137,0.000695,0.003787
8,0.000027,0.000026,0.000025,0.000025,0.000359,0.000135,0.000730,0.004397
16,0.000029,0.000026,0.000024,0.000025,0.000036,0.000149,0.000761,0.004223
32,0.000024,0.000024,0.000027,0.000024,0.000035,0.000140,0.000769,0.004521
56,0.000024,0.000486,0.000027,0.000027,0.000035,0.000136,0.000710,0.003894
